SK_ID_CURR,TARGET
100826,0.044955493791657745
101128,0.015852651993296094
101667,0.10735184407759092
103319,0.04111768193814174
104295,0.057515216327883506
104424,0.07837328015997995
105377,0.04392296368492534
105558,0.025310066735957194
106155,0.06571950388326951
106873,0.0315016151959708
107993,0.030103469157880616
108476,0.03134767627287426
108655,0.05979544101325458
109001,0.10005960812758605
109021,0.03768822117482701
111641,0.09855764779991011
112385,0.042284134964581485
113248,0.03917018319411109
113631,0.10402557061814643
114858,0.06558077643394129
115857,0.01786369081701173
116241,0.021992877569293297
117661,0.015521351598215999
118144,0.12300909929654211
126203,0.02410435945523376
126274,0.04080759395028176
127111,0.04832920450666963
130205,0.1325378355960962
130467,0.026695150192040516
131033,0.042112098817709415
131476,0.030112691643129495
132723,0.1414145665433017
134307,0.03141049773567956
135188,0.05288363979548576
139516,0.08488879401009848
139673,0.06544953180047787
141298,0.23521454626321933
142186,0.030484150285687087
142237,0.026249558139411364
142446,0.02489861131115139
144282,0.07483058224043498
145554,0.054545209168383964
146344,0.0704268150943495
148626,0.011658486347146337
148996,0.10709309718593377
149436,0.04220545082149411
149750,0.014845990446758286
149928,0.0367410271236432
151678,0.02844872887359039
152268,0.03968717104160686
152735,0.02253392400195436
153037,0.05411358611930159
153119,0.07040925805783184
153395,0.1687479031159896
156732,0.11419124809737864
158763,0.041542989269814576
161336,0.04735884676216937
163556,0.03167658313440457
163647,0.06406389636208529
163895,0.06691524166504655
164331,0.04147914345420492
164691,0.03215154815094498
165020,0.042231984198246954
165455,0.05251197072666493
168105,0.1307403191779183
169773,0.014373625068264829
170953,0.19966924426107993
171388,0.08428628028756499
172543,0.022453622237530592
172945,0.03431767909746351
173004,0.020506110267266273
181770,0.07956522045014904
185339,0.05585748147122687
186310,0.05338242241400177
188747,0.02712144323335566
188948,0.03475633938867504
192043,0.04695065845872024
192391,0.04734664898242371
193122,0.020608865832033477
194293,0.2587622425435772
194603,0.05665532674883607
194856,0.038475192319668464
199663,0.023665291965405733
200383,0.05198668017933553
200488,0.07597415045255398
203288,0.06596031726147056
203868,0.04410230489594255
206291,0.025959412326272156
206395,0.2111837923738187
206666,0.05733491711885497
207713,0.10603679581937897
208156,0.0711213245657207
210811,0.025708251963846344
211696,0.03438228703611702
212670,0.05071876863282513
213734,0.13912945769506985
214067,0.015707925904181443
214207,0.03012876125278123
214281,0.06903661143683788
216221,0.047612169657285784
217125,0.16955678363520396
217652,0.013319362419883818
217790,0.1751251048862618
218413,0.0878754902640939
219344,0.09067500050539529
220012,0.022857295724004422
220806,0.09192617525286904
220956,0.04386871290248391
222061,0.05076953495491863
222328,0.18822769442939452
223258,0.02730716623569855
226487,0.057076289388268975
227112,0.02287618575521329
228946,0.030893892367241743
229711,0.026591966953551704
233482,0.03517039935185807
236527,0.06016904179570377
237516,0.026233623182089657
238806,0.05549859541328339
240130,0.05522413434342979
240266,0.024417979419856115
240888,0.017568249333963063
242103,0.04264454778279773
243555,0.04638217579882675
245316,0.04079549283565026
246267,0.2555486014323112
247006,0.06464271069316126
249113,0.09206773377598768
249640,0.05332578215359722
250049,0.04938618334263654
250319,0.08596069182042058
252990,0.03634315555969051
254472,0.03741707043824206
255766,0.023772322305134305
257393,0.04585962384957489
260959,0.11987675590021062
261302,0.28149771254786465
261960,0.15798202801649414
264007,0.06946998883690433
264285,0.11832369523338666
264574,0.05824690368455748
264744,0.04636004178514812
267633,0.09025307255163707
267833,0.09696332604930624
268185,0.015985179761927946
269813,0.04420815969226346
269978,0.07273939596570479
270883,0.13561538974046092
270997,0.12717482947391545
271255,0.020321756668380025
273428,0.021695654037764574
275232,0.061694483905409866
275653,0.14953847810082865
276057,0.14899489411342087
276497,0.17282366471682312
276508,0.20494101746513163
277531,0.2798356692064005
278530,0.11102439684508114
279604,0.08101191869611299
285457,0.041627247726406386
285918,0.03407836700159182
289674,0.024064408229122976
290913,0.2482183496064126
291052,0.0749719220972826
291870,0.11732433943919879
294842,0.18960350662380707
295504,0.015904236266785478
295584,0.0503091375768584
295585,0.07536332084893968
297004,0.0409613792768095
297457,0.034915091304912445
299817,0.048891240713619125
300011,0.09032437227107329
301216,0.19757725198695042
302470,0.09073786298801777
302750,0.02647073821237255
303818,0.09989738938249006
304175,0.0701131427900443
305233,0.041968509171391
308509,0.021485889378921732
310424,0.09385984441259808
310663,0.06361061314448727
311648,0.03788047188313001
313099,0.481790453393271
313426,0.07333038439568408
314405,0.16762256449595564
314906,0.34923964992319523
314970,0.1845578296526483
315673,0.06145511775232427
318220,0.022808176065583333
318533,0.027578224711780987
319181,0.017425653170368968
319310,0.11459137444667929
328427,0.08019554016606012
328558,0.06313855084824792
332234,0.0560383860183492
332404,0.032110145260842875
333490,0.06101551401441029
334086,0.06266830679720305
334161,0.0837135992927359
334552,0.0720298848865426
335713,0.06974263955922039
338589,0.027886244690344168
338727,0.08052002594840739
339457,0.050857394627568116
342099,0.05289374639570318
342353,0.08799697732906571
342377,0.015315081443453005
345718,0.06906296048948615
345843,0.12725593575250432
346544,0.02435858908312321
346843,0.05089291606005822
346850,0.10440348275461282
347181,0.02231052631566958
347923,0.08693072332043589
348087,0.039212999097382836
351291,0.04488940924008333
353214,0.07806491124236715
353626,0.212323566765818
363141,0.020482302833191624
363525,0.08703751386148145
366616,0.117885756028046
376320,0.0453792910475365
379504,0.03160052108719555
380228,0.21231223230644072
384656,0.030763699576269544
385093,0.051532859700306084
385141,0.05697697481423031
387937,0.05298996630926159
388847,0.0578679074420521
390971,0.2011311114949865
392951,0.02311905293867262
393159,0.13250558670987544
393318,0.056949063527571266
396620,0.05410758902992058
400856,0.05359453039746199
401989,0.14815697365937672
403772,0.16798525224867886
404380,0.3564718196743167
405118,0.015446340887720846
405546,0.061050820505808415
406967,0.03431917191515653
407629,0.05362557701138366
407784,0.1288898051097748
408482,0.020870923101253786
409632,0.12188028862405124
410223,0.034633724140104204
413094,0.07808644090092591
413686,0.14593467194607918
414203,0.1921315593814633
415326,0.04637010267128344
416488,0.10985834327825153
417263,0.09350190507238074
418749,0.25560730671617676
419142,0.04106222271599085
419831,0.04398392631778451
420855,0.04528986912799655
421776,0.2159484716178837
424202,0.05056996587485623
425398,0.039937274913165795
426650,0.05612795292802936
428242,0.036020179219301174
430627,0.06178773950114729
430673,0.1539370247529418
430837,0.03602346358242489
431667,0.23307684402861611
435239,0.03498993581735835
435682,0.05112480823820618
437510,0.041099120233797165
437595,0.09128716318995242
437621,0.12262373379614172
438471,0.030281291100166884
439013,0.024425383763370268
439505,0.07650678009988161
440979,0.14942829296769003
441183,0.050747875501281875
442250,0.013131397194789153
444814,0.021474426366675195
446407,0.027407644411876323
447907,0.15708970851279375
449081,0.09373572070936928
449578,0.017986496466423606
450752,0.15262299801314008
450835,0.12289345996886326
452172,0.1868415477439107
453940,0.013669371242140285
456221,0.03988528708702399
456250,0.13989178653214174
100445,0.10100015542197165
100762,0.07980741099904494
104466,0.029124417160619594
105271,0.26125793176253775
106040,0.075561876476185
108274,0.041802475207438704
109871,0.25486215332347595
112070,0.05644624479365319
121991,0.10657550990145014
122925,0.03396874952336881
123477,0.05550651665318554
123532,0.030165547256156014
123666,0.057466731887174924
124826,0.024759075563109512
125264,0.024247858923148312
126214,0.053235588931269194
127709,0.17877737386325435
129499,0.03525708091148011
130466,0.017210055427269003
130707,0.03711061381667755
131681,0.030245561219228324
134594,0.050443083664178635
136390,0.04845640804029531
136653,0.10588682319850015
136832,0.02876902242505945
139552,0.22818170179331604
141385,0.022457960815462637
143500,0.08171948530141865
146221,0.043694589621725455
149035,0.05372110209094793
151540,0.03809108840565752
151756,0.05035852086291095
156517,0.056723407219033316
160998,0.031295423044124394
162438,0.05460717885536218
162880,0.05060818246889667
164314,0.04052531675896637
166570,0.013906082485095604
167230,0.05946501441957985
168171,0.08371910348641194
169680,0.08934190395163925
170026,0.024043415198549793
171541,0.09201504344334556
171778,0.2759696758287018
172101,0.23446132318379193
174107,0.06017824872913815
174121,0.04492288659237866
174423,0.11119601331923008
176004,0.07285620044295942
176218,0.042912974672756815
177076,0.06666563155103697
177451,0.035815658933661065
178428,0.09703514709117587
178881,0.03938710459226895
181643,0.179137320109738
182007,0.030574703591056213
183839,0.028195540820852252
186536,0.03884029586262251
186652,0.14809608264344265
188936,0.017101785760067878
189294,0.08331748306587401
190153,0.06136490831943789
191880,0.06245038666088513
192176,0.051031538741900494
192680,0.16026362864482752
193554,0.052765964882373735
193692,0.09783268118467014
195703,0.11297539009030468
197611,0.09593033570076841
198569,0.05472201183220471
200064,0.0496103509080945
200358,0.12409881414584283
201363,0.04362071275079762
202062,0.03901732020763626
202661,0.048697515613703724
202805,0.010011794512537699
202951,0.04992690116659038
203108,0.15898854140466373
204827,0.19411817624782865
205337,0.09176362733694167
205898,0.10187157147430995
207801,0.02991966372075367
208119,0.11759935445334317
209913,0.043376365533259124
210239,0.06921049799748392
212389,0.1019813852342218
216138,0.06725262618585162
216845,0.0827396086290218
219236,0.029966412950371946
220248,0.0792934434787981
220277,0.19329125459111088
222753,0.03092406236831535
223810,0.09121721808736255
224259,0.08197388308060508
224912,0.029295770224056546
226836,0.0529722370805712
226954,0.03693760356814798
229261,0.09632127265320636
230781,0.15937319899397898
231203,0.08109681446741929
232392,0.052578498079289694
233104,0.08879585689459164
233682,0.10521839108028068
233689,0.057438955422882916
233721,0.03172653384307108
234695,0.05220229696904172
235434,0.018224931355843115
237170,0.054199888166795704
242561,0.043900869692928536
245687,0.0911609619485195
245697,0.1308260502406856
247280,0.044891836468709125
247453,0.03163681005001533
255501,0.07619580026850244
255734,0.164008501556823
256754,0.03147470503359412
261450,0.025905894438532393
261653,0.09301427997146389
262070,0.050033345292442126
262455,0.01147803510087659
264848,0.06896285992520129
265620,0.048233886123278676
269082,0.14016418520342583
271354,0.057201954492772975
273770,0.02151904249260707
273954,0.072188595358145
274587,0.09769396514216448
275511,0.07854639769052822
276848,0.08005276752384813
277697,0.05492201316392247
278113,0.03085975159370268
279015,0.08714325325992002
279834,0.10910172712721677
282408,0.033155865026069535
283298,0.027950062122830754
287510,0.05605456785660841
287587,0.05415543500626953
288470,0.08332684994756885
289158,0.06946047921865099
290557,0.07269519485022923
291241,0.0769637226316047
291693,0.049810387624377346
292651,0.11323428634464641
298217,0.029334385965856285
299577,0.08578571628714532
304093,0.027848880943679665
304710,0.09382789674114653
308946,0.04130645129130586
311128,0.1854280698852527
312127,0.0170266584125383
315993,0.05111096646004885
316781,0.02089256112605348
317196,0.033276547052018865
317506,0.05549399146784567
317594,0.07574476572528326
317772,0.08670321883715218
318530,0.036322150057890384
318763,0.013637486736832054
318786,0.16817352843733346
319108,0.012899997541944734
320784,0.014536563512286625
321116,0.20336641031725358
322267,0.03552680144440961
324118,0.035299788584274974
324884,0.05740088257432334
326033,0.026107417655520087
326804,0.038072152633853835
328571,0.058104516059665254
329843,0.04193416942094726
330075,0.037770538910316946
331382,0.05888455071336634
333292,0.2900000812001742
333376,0.022375945761815026
334032,0.24504598605233827
335955,0.025685501941405925
337457,0.03237885129048137
340181,0.05139524169116526
340679,0.13756822711099648
342173,0.15495068214082394
344496,0.1287313189017477
344635,0.2577613922564745
346860,0.07602458261053607
347217,0.09397260666585475
351073,0.05921922681870261
351142,0.019414258389776874
351430,0.11434900640369745
353509,0.02120510684408834
355578,0.09284964527671924
362826,0.06282356160707991
363728,0.010742008081334478
365634,0.02256741998062817
367855,0.027801486769357415
368127,0.09090169213099775
370148,0.024768750627963403
371275,0.1633260501004601
371835,0.029079192939590368
372506,0.07291570546104297
373222,0.31869322052835913
376349,0.11799457654101633
378124,0.024747674487763216
379481,0.16612238891537037
380489,0.031854376392284826
381729,0.02865818199318843
383842,0.06273810510215816
384672,0.21095217011924308
387964,0.11205005556875994
389552,0.033201038395356236
390256,0.029106014736487273
390497,0.0407767050927396
391831,0.024570149786776616
391879,0.04300863625891585
